,domain,grid_id,webview_height,webview_width,displays,clicks,landed_clicks,non_bounced_clicks,closing_events,avg_last_second_framerate,sov_short_ttc,sov_short_ttc_global,sov_short_ttc_score,landing_rate
3381,ID_800,333519,250.0,300.0,3265,9.0,8.0,3.0,2.0,53.41176470588236,,,,88.89
3382,ID_1369,333519,250.0,300.0,16409,24.0,22.0,5.0,1.0,38.97058823529412,,,,91.67
3383,ID_3124,333519,250.0,300.0,33289,31.0,23.0,10.0,3.0,65.8,,,,74.19
3384,ID_4393,333519,250.0,300.0,8106,18.0,12.0,4.0,3.0,35.833333333333336,,,,66.67
3385,ID_4159,333519,250.0,300.0,16718,21.0,15.0,5.0,3.0,51.11111111111112,,,,71.43
3386,ID_3805,333519,250.0,300.0,2773,7.0,7.0,1.0,,57.095238095238095,,,,100.0
3387,ID_4523,333519,250.0,300.0,2666435,637.0,464.0,217.0,115.0,62.77239199157008,,,,72.84
3388,ID_2382,333519,,,2481,,,,2.0,,,,,
3389,ID_124,333346,250.0,300.0,2319,3.0,3.0,1.0,,59.4,,,,100.0
3390,ID_1052,333346,250.0,300.0,2020,3.0,3.0,2.0,,29.33333333333333,,,,100.0
3391,ID_4147,333519,,,6375,,,,,,,,,
3392,ID_4140,333519,,,3716,,,,,,,,,
3393,ID_1435,333519,,,2527,,,,,,,,,
3394,ID_1660,333346,,,2995,,,,,,,,,
3395,ID_3968,333519,250.0,300.0,4033,3.0,1.0,1.0,,76.0,,,,33.33
3396,ID_2764,333519,250.0,300.0,4858,1.0,1.0,1.0,,59.0,,,,100.0
3397,ID_3461,333519,,,2146,,,,,,,,,
3398,ID_1871,333346,,,2355,,,,1.0,,,,,
3399,ID_1305,333519,,,7263,,,,,,,,,
3400,ID_3578,333519,,,2638,,,,,,,,,
3401,ID_3001,333519,,,3799,,,,,,,,,
3402,ID_3414,333519,,,7519,,,,,,,,,
3403,ID_1874,333519,250.0,300.0,8771,6.0,4.0,1.0,1.0,54.833333333333336,,,,66.67
3404,ID_3622,333519,250.0,300.0,35850,167.0,140.0,63.0,6.0,62.63949843260188,,,,83.83
3405,ID_274,333519,250.0,300.0,2972,3.0,2.0,1.0,,58.333333333333336,,,,66.67
3406,ID_3762,333519,250.0,300.0,5567,11.0,8.0,5.0,,96.4,,,,72.73
3407,ID_2088,333519,250.0,300.0,6324,16.0,13.0,2.0,1.0,75.85416666666667,,,,81.25
3408,ID_281,333519,250.0,300.0,2477,25.0,24.0,9.0,,55.03797468354431,,,,96.0
3409,ID_4546,333519,250.0,300.0,94764,70.0,63.0,26.0,37.0,58.65432098765432,,,,90.0
3410,ID_2604,333519,250.0,300.0,14769,39.0,37.0,15.0,2.0,69.29850746268657,,,,94.87
3411,ID_1843,333519,250.0,300.0,2734,7.0,7.0,1.0,,63.31578947368421,,,,100.0
3412,ID_194,333519,250.0,300.0,4607,6.0,3.0,3.0,7.0,41.0,,,,50.0
3413,ID_3871,333519,250.0,300.0,8568,4.0,3.0,2.0,,67.75,,,,75.0
3414,ID_1375,333519,250.0,300.0,15083,12.0,11.0,6.0,,98.79166666666669,,,,91.67
3415,ID_1634,333519,250.0,300.0,2135,1.0,1.0,1.0,,86.0,,,,100.0
3416,ID_1501,333519,250.0,300.0,2196,5.0,5.0,0.0,,62.8,,,,100.0
3417,ID_2343,333519,,,6807,,,,,,,,,
3418,ID_3543,333519,,,3240,,,,,,,,,
3419,ID_2094,333346,250.0,300.0,5354,5.0,2.0,0.0,,39.8,,,,40.0
3420,ID_1721,333346,250.0,300.0,4124,11.0,11.0,2.0,,58.1764705882353,,,,100.0
3421,ID_1903,333346,250.0,300.0,149953,114.0,98.0,43.0,,60.65384615384615,,,,85.96
3422,ID_4227,333519,,,4596,,,,,,,,,
3423,ID_2661,333346,250.0,300.0,2392,25.0,8.0,7.0,184.0,49.22222222222222,,,,32.0
3424,ID_549,333346,250.0,300.0,2097,3.0,2.0,0.0,,86.5,,,,66.67
3425,ID_1933,333346,250.0,300.0,63940,123.0,99.0,51.0,4.0,48.79710144927536,,,,80.49
3426,ID_1072,333346,250.0,300.0,4013,18.0,18.0,6.0,,61.138888888888886,,,,100.0
3427,ID_1938,333346,250.0,300.0,147544,316.0,232.0,106.0,21.0,60.03030303030303,,,,73.42
3428,ID_2129,333346,250.0,300.0,73779,150.0,122.0,47.0,14.0,62.42727272727273,,,,81.33
3429,ID_1285,333346,250.0,300.0,3959,7.0,6.0,2.0,,36.0,,,,85.71
3430,ID_1268,333346,250.0,300.0,2006,1.0,1.0,0.0,,26.0,,,,100.0
3431,ID_4348,333346,250.0,300.0,2013,9.0,8.0,2.0,1.0,58.52941176470589,,,,88.89
3432,ID_65,333346,250.0,300.0,28833,17.0,12.0,5.0,2.0,60.4,,,,70.59
3433,ID_2125,333519,,,2021,,,,,,,,,
3434,ID_2994,333346,,,2225,,,,,,,,,
3435,ID_2591,333519,250.0,300.0,14924,18.0,15.0,6.0,3.0,74.43333333333334,,,,83.33
3436,ID_1622,333519,250.0,300.0,34294,61.0,50.0,26.0,3.0,53.71578947368421,,,,81.97
3437,ID_378,333519,250.0,300.0,2034,6.0,4.0,1.0,2.0,72.0,,,,66.67
3438,ID_4043,333346,,,2995,,,,,,,,,
3439,ID_2626,333346,,,2803,,,,1.0,,,,,
3440,ID_953,333346,250.0,300.0,6814,13.0,12.0,10.0,2.0,69.6470588235294,,,,92.31
3441,ID_3709,333346,250.0,300.0,14060,15.0,15.0,3.0,2.0,65.88888888888889,,,,100.0
3442,ID_3917,333346,,,2067,,,,,,,,,
3443,ID_1677,333519,250.0,300.0,2587,20.0,19.0,6.0,,64.05882352941177,,,,95.0
3444,ID_2493,333519,250.0,300.0,14718,11.0,10.0,3.0,,66.71428571428571,,,,90.91
3445,ID_1598,333519,250.0,300.0,9877,1.0,1.0,0.0,,51.0,,,,100.0
3446,ID_562,333519,250.0,300.0,43928,31.0,25.0,12.0,6.0,36.903225806451616,,,,80.65
3447,ID_4104,333519,250.0,300.0,2416,1.0,0.0,0.0,,36.0,,,,0.0
3448,ID_2017,333519,250.0,300.0,4565,5.0,5.0,0.0,,108.47058823529412,,,,100.0
3449,ID_2979,333519,250.0,300.0,3142,1.0,1.0,0.0,,97.0,,,,100.0
3450,ID_4464,333519,250.0,300.0,3272,1.0,1.0,0.0,,56.0,,,,100.0
3451,ID_1688,333519,250.0,300.0,4064,9.0,7.0,3.0,2.0,57.888888888888886,,,,77.78
3452,ID_3162,333519,250.0,300.0,441159,164.0,135.0,39.0,1.0,59.605,,,,82.32
3453,ID_1233,333519,250.0,300.0,6706,8.0,6.0,5.0,,59.375,,,,75.0
3454,ID_174,333519,,,5324,,,,,,,,,
3455,ID_1527,333519,,,2009,,,,1.0,,,,,
3456,ID_4220,333519,,,3582,,,,,,,,,
3457,ID_2469,333519,250.0,300.0,3033,2.0,2.0,1.0,,89.5,,,,100.0
3458,ID_694,333519,250.0,300.0,2188,8.0,7.0,3.0,,58.0,,,,87.5
3459,ID_1284,333519,250.0,300.0,36551,44.0,42.0,28.0,,64.16666666666667,,,,95.45
3460,ID_4293,333519,250.0,300.0,5834,5.0,3.0,0.0,,52.8,,,,60.0
3461,ID_4300,333519,250.0,300.0,6473,8.0,6.0,1.0,,45.3125,,,,75.0
3462,ID_3047,333519,250.0,300.0,9391,8.0,8.0,2.0,3.0,64.625,,,,100.0
3463,ID_1401,333519,250.0,300.0,5928,15.0,14.0,4.0,4.0,61.89473684210526,,,,93.33
3464,ID_4232,333519,250.0,300.0,117783,37.0,31.0,11.0,4.0,50.96470588235294,,,,83.78
3465,ID_3800,333346,250.0,300.0,44082,82.0,65.0,20.0,39.0,52.74074074074074,,,,79.27
3466,ID_2723,333346,250.0,300.0,6944,5.0,5.0,1.0,2.0,56.5,,,,100.0
3467,ID_383,333519,250.0,300.0,2373,35.0,28.0,7.0,2.0,65.28169014084507,,,,80.0
3468,ID_610,333519,250.0,300.0,4642,2.0,2.0,2.0,1.0,55.0,,,,100.0
3469,ID_1380,333519,250.0,300.0,8739,12.0,8.0,2.0,,57.888888888888886,,,,66.67
3470,ID_4395,333519,250.0,300.0,15971,18.0,17.0,7.0,4.0,69.8076923076923,,,,94.44
3471,ID_1571,333519,250.0,300.0,84542,181.0,166.0,59.0,4.0,63.3896551724138,,,,91.71
3472,ID_523,333519,250.0,300.0,25130,13.0,12.0,7.0,5.0,60.35294117647059,,,,92.31
3473,ID_3216,333519,250.0,300.0,15928,9.0,9.0,6.0,4.0,58.22222222222222,,,,100.0
3474,ID_818,333519,250.0,300.0,8234,11.0,5.0,3.0,3.0,29.9,,,,45.45
3475,ID_964,333519,250.0,300.0,2151,3.0,0.0,0.0,1.0,32.0,,,,0.0
3476,ID_2032,333519,250.0,300.0,42201,56.0,52.0,23.0,,57.833333333333336,,,,92.86
3477,ID_723,333519,250.0,300.0,19517,116.0,96.0,37.0,10.0,61.40119760479042,,,,82.76
3478,ID_3208,333346,,,2434,,,,,,,,,
3479,ID_1556,333519,250.0,300.0,13099,58.0,51.0,24.0,1.0,58.32978723404256,,,,87.93
3480,ID_3304,333519,250.0,300.0,17283,40.0,35.0,10.0,6.0,58.208333333333336,,,,87.5
3481,ID_714,333346,250.0,300.0,2967,13.0,10.0,5.0,7.0,56.12,,,,76.92
3482,ID_850,333519,250.0,300.0,2296,6.0,4.0,2.0,1.0,46.285714285714285,,,,66.67
3483,ID_3004,333519,250.0,300.0,156796,369.0,302.0,132.0,15.0,38.74702886247878,,,,81.84
3484,ID_3794,333519,250.0,300.0,3203,18.0,18.0,2.0,,60.175,,,,100.0
3485,ID_4062,333519,250.0,300.0,2710,6.0,6.0,1.0,,10.714285714285714,,,,100.0
3486,ID_58,333519,,,4587,,,,3.0,,,,,
3487,ID_2746,333346,250.0,300.0,7065,7.0,4.0,3.0,3.0,73.71428571428571,,,,57.14
3488,ID_29,333346,250.0,300.0,11312,27.0,25.0,17.0,,64.55555555555556,,,,92.59
3489,ID_130,333346,250.0,300.0,8955,19.0,13.0,8.0,4.0,47.85,,,,68.42
3490,ID_2561,333346,250.0,300.0,8663,38.0,32.0,7.0,4.0,61.28333333333333,,,,84.21
3491,ID_410,333346,250.0,300.0,2156,1.0,1.0,0.0,,59.0,,,,100.0
3492,ID_261,333346,250.0,300.0,2111,6.0,5.0,3.0,,58.25,,,,83.33
3493,ID_3282,333346,250.0,300.0,3127,1.0,1.0,1.0,,89.0,,,,100.0
3494,ID_22,333346,250.0,300.0,8251,30.0,28.0,21.0,2.0,63.85,,,,93.33
3495,ID_4241,333346,250.0,300.0,6321,1.0,1.0,1.0,,59.0,,,,100.0
3496,ID_100,333346,250.0,300.0,5079,14.0,11.0,4.0,1.0,88.0,,,,78.57
3497,ID_2007,333346,250.0,300.0,8860,5.0,5.0,3.0,,59.0,,,,100.0
3498,ID_3347,333346,250.0,300.0,2102,5.0,4.0,1.0,,46.142857142857146,,,,80.0
3499,ID_4290,333346,250.0,300.0,3340,3.0,2.0,1.0,,62.66666666666666,,,,66.67
3500,ID_3618,333346,250.0,300.0,219529,515.0,451.0,228.0,90.0,58.66666666666666,,,,87.57
3501,ID_125,333346,250.0,300.0,5475,10.0,9.0,5.0,,45.72727272727273,,,,90.0
3502,ID_3097,333346,,,4909,,,,,,,,,
3503,ID_1755,333346,,,2192,,,,,,,,,
3504,ID_2896,333519,,,2309,,,,,,,,,
3505,ID_2864,333346,250.0,300.0,5734,3.0,2.0,2.0,,57.0,,,,66.67
3506,ID_2240,333346,250.0,300.0,4277,9.0,9.0,4.0,,57.84615384615385,,,,100.0
3507,ID_3312,333346,250.0,300.0,2272,4.0,4.0,2.0,,63.66666666666666,,,,100.0
3508,ID_1074,333346,250.0,300.0,4234,4.0,2.0,1.0,2.0,53.25,,,,50.0
3509,ID_1521,333346,250.0,300.0,22116,4.0,3.0,1.0,,56.75,,,,75.0
3510,ID_3042,333346,250.0,300.0,23120,15.0,14.0,6.0,,63.11764705882353,,,,93.33
3511,ID_1868,333346,250.0,300.0,120230,114.0,95.0,31.0,3.0,62.763440860215056,,,,83.33
3512,ID_1371,333519,250.0,300.0,5632,17.0,13.0,4.0,2.0,84.8695652173913,,,,76.47
3513,ID_387,333519,250.0,300.0,2110,1.0,1.0,0.0,,59.0,,,,100.0
3514,ID_1841,333519,250.0,300.0,5224,1.0,1.0,0.0,,52.0,,,,100.0
3515,ID_1072,333519,250.0,300.0,12480,69.0,63.0,16.0,,65.3529411764706,,,,91.3
3516,ID_1565,333519,250.0,300.0,16636,87.0,79.0,36.0,2.0,69.73988439306359,,,,90.8
3517,ID_3399,333346,250.0,300.0,18184,5.0,3.0,1.0,,65.85714285714286,,,,60.0
3518,ID_3674,333346,,,5640,,,,,,,,,
3519,ID_3468,333346,250.0,300.0,2919,3.0,3.0,3.0,,37.4,,,,100.0
3520,ID_2296,333346,250.0,300.0,3943,4.0,1.0,1.0,,49.25,,,,25.0
3521,ID_3832,333346,250.0,300.0,5103,4.0,4.0,0.0,,53.66666666666666,,,,100.0
3522,ID_1192,333519,250.0,300.0,2370,2.0,2.0,0.0,,17.0,,,,100.0
3523,ID_1076,333519,250.0,300.0,4763,13.0,11.0,2.0,1.0,64.6875,,,,84.62
3524,ID_576,333519,250.0,300.0,2085,4.0,1.0,0.0,2.0,51.0,,,,25.0
3525,ID_2863,333519,250.0,300.0,2366890,1555.0,1318.0,449.0,15.0,59.483870967741936,,,,84.76
3526,ID_681,333519,250.0,300.0,2667,3.0,3.0,1.0,,98.0,,,,100.0
3527,ID_3788,333519,250.0,300.0,6864,10.0,6.0,4.0,,55.11111111111112,,,,60.0
3528,ID_1418,333519,250.0,300.0,54950,168.0,155.0,53.0,6.0,60.58092485549133,,,,92.26
3529,ID_1334,333519,250.0,300.0,22214,67.0,52.0,17.0,2.0,73.56976744186046,,,,77.61
3530,ID_444,333519,250.0,300.0,145533,290.0,223.0,85.0,74.0,64.57460317460317,,,,76.9
3531,ID_3413,333519,250.0,300.0,23247,48.0,46.0,12.0,3.0,59.0609756097561,,,,95.83
3532,ID_2091,333519,250.0,300.0,2899,16.0,11.0,8.0,5.0,46.94736842105263,,,,68.75
3533,ID_955,333519,250.0,300.0,2209,4.0,4.0,1.0,,74.5,,,,100.0
3534,ID_4282,333519,250.0,300.0,31136,8.0,6.0,3.0,,68.66666666666667,,,,75.0
3535,ID_2788,333519,250.0,300.0,10404,3.0,3.0,1.0,,58.6,,,,100.0
3536,ID_4089,333519,250.0,300.0,118423,119.0,103.0,43.0,36.0,69.5108225108225,,,,86.55
3537,ID_3717,333519,250.0,300.0,3650,3.0,2.0,0.0,,35.666666666666664,,,,66.67
3538,ID_3777,333519,250.0,300.0,96572,68.0,63.0,26.0,2.0,81.81818181818181,,,,92.65
3539,ID_3999,333519,250.0,300.0,2302,1.0,1.0,0.0,,57.0,,,,100.0
3540,ID_175,333519,250.0,300.0,5725,16.0,14.0,3.0,1.0,72.65,,,,87.5
3541,ID_392,333519,,,6323,1.0,1.0,0.0,,,,,,100.0
3542,ID_1710,333519,250.0,300.0,3172,2.0,1.0,1.0,1.0,53.5,,,,50.0
3543,ID_239,333519,250.0,300.0,4403,1.0,1.0,1.0,,56.0,,,,100.0
3544,ID_1389,333519,250.0,300.0,5853,3.0,3.0,1.0,1.0,59.2,,,,100.0
3545,ID_366,333519,250.0,300.0,9959,2.0,1.0,0.0,5.0,51.0,,,,50.0
3546,ID_3726,333519,250.0,300.0,7172,4.0,4.0,1.0,,59.25,,,,100.0
3547,ID_2663,333519,250.0,300.0,2838,3.0,3.0,1.0,2.0,56.0,,,,100.0
3548,ID_3328,333346,250.0,300.0,19100,80.0,61.0,23.0,,63.13483146067416,,,,76.25
3549,ID_1643,333346,250.0,300.0,3752,19.0,13.0,8.0,4.0,75.33333333333333,,,,68.42
3550,ID_4367,333346,250.0,300.0,6860,26.0,14.0,9.0,1.0,61.15217391304348,,,,53.85
3551,ID_1818,333519,250.0,300.0,3340,1.0,0.0,0.0,,59.0,,,,0.0
3552,ID_3584,333519,250.0,300.0,6192,1.0,1.0,1.0,,158.0,,,,100.0
3553,ID_3570,333519,250.0,300.0,269232,361.0,327.0,113.0,49.0,58.050632911392405,,,,90.58
3554,ID_301,333346,250.0,300.0,8377,22.0,17.0,3.0,,60.907407407407405,,,,77.27
3555,ID_2138,333346,250.0,300.0,2970,4.0,4.0,4.0,,64.7,,,,100.0
3556,ID_2805,333346,250.0,300.0,3885,1.0,0.0,0.0,,55.0,,,,0.0
3557,ID_2047,333346,250.0,300.0,3446,2.0,2.0,2.0,1.0,58.5,,,,100.0
3558,ID_3633,333346,250.0,300.0,2585,1.0,1.0,1.0,,59.0,,,,100.0
3559,ID_399,333346,250.0,300.0,14697,71.0,64.0,37.0,1.0,65.12941176470588,,,,90.14
3560,ID_1428,333519,250.0,300.0,21309,103.0,86.0,43.0,10.0,47.8974358974359,,,,83.5
3561,ID_2283,333519,250.0,300.0,10196,3.0,2.0,0.0,2.0,58.66666666666666,,,,66.67
3562,ID_1787,333519,250.0,300.0,41783,197.0,168.0,63.0,18.0,64.00302114803625,,,,85.28
3563,ID_1195,333519,250.0,300.0,2079,3.0,3.0,0.0,,49.66666666666666,,,,100.0
3564,ID_1295,333519,250.0,300.0,50455,110.0,97.0,55.0,3.0,70.20675105485232,,,,88.18
3565,ID_2242,333519,250.0,300.0,26751,13.0,3.0,3.0,10.0,41.583333333333336,,,,23.08
3566,ID_4525,333519,250.0,300.0,528241,125.0,110.0,39.0,5.0,58.91666666666666,,,,88.0
3567,ID_1722,333519,250.0,300.0,2868,2.0,2.0,1.0,,68.5,,,,100.0
3568,ID_821,333519,250.0,300.0,2782,6.0,4.0,3.0,1.0,49.25,,,,66.67
3569,ID_491,333519,250.0,300.0,7745,7.0,7.0,3.0,,57.57142857142857,,,,100.0
3570,ID_2178,333519,250.0,300.0,8649,5.0,4.0,2.0,,58.44444444444444,,,,80.0
3571,ID_3874,333346,250.0,300.0,4423,8.0,7.0,5.0,,57.91666666666666,,,,87.5
3572,ID_2435,333519,250.0,300.0,40360,395.0,358.0,98.0,13.0,50.00379746835443,,,,90.63
3573,ID_3457,333519,250.0,300.0,5077,41.0,34.0,15.0,1.0,63.80898876404494,,,,82.93
3574,ID_2409,333519,250.0,300.0,2676,1.0,1.0,0.0,,59.0,,,,100.0
3575,ID_3560,333519,250.0,300.0,2703,2.0,2.0,0.0,,59.0,,,,100.0
3576,ID_1581,333346,,,3332,,,,,,,,,
3577,ID_3105,333519,,,3714,,,,,,,,,
3578,ID_2149,333519,250.0,300.0,5444,25.0,25.0,13.0,,65.51282051282051,,,,100.0
3579,ID_1692,333519,250.0,300.0,4689,4.0,4.0,2.0,,73.0,,,,100.0
3580,ID_2175,333519,250.0,300.0,34578,56.0,53.0,21.0,3.0,61.17808219178082,,,,94.64
3581,ID_564,333519,250.0,300.0,2658,1.0,0.0,0.0,1.0,6.0,,,,0.0
3582,ID_819,333519,250.0,300.0,2425,10.0,8.0,2.0,2.0,49.0,,,,80.0
3583,ID_4378,333519,250.0,300.0,8089,6.0,6.0,1.0,,57.583333333333336,,,,100.0
3584,ID_4374,333519,250.0,300.0,18475,26.0,22.0,11.0,,60.33928571428572,,,,84.62
3585,ID_4332,333519,250.0,300.0,13448,35.0,25.0,9.0,,46.11363636363637,,,,71.43
3586,ID_2194,333519,250.0,300.0,47092,135.0,96.0,41.0,9.0,67.88288288288288,,,,71.11
3587,ID_910,333346,250.0,300.0,29631,95.0,78.0,43.0,4.0,91.15447154471543,,,,82.11
3588,ID_2084,333346,250.0,300.0,7678,12.0,11.0,5.0,2.0,51.4375,,,,91.67
3589,ID_4483,333519,250.0,300.0,8771,7.0,7.0,2.0,1.0,57.09090909090909,,,,100.0
3590,ID_3076,333519,250.0,300.0,18724,33.0,31.0,14.0,,60.582089552238806,,,,93.94
3591,ID_3093,333519,250.0,300.0,3191,1.0,1.0,0.0,,59.0,,,,100.0
3592,ID_990,333519,250.0,300.0,6285,11.0,11.0,3.0,,74.0,,,,100.0
3593,ID_4052,333519,250.0,300.0,5687,8.0,7.0,1.0,7.0,67.44444444444444,,,,87.5
3594,ID_2777,333519,250.0,300.0,2495,8.0,8.0,2.0,,52.0,,,,100.0
3595,ID_2180,333519,250.0,300.0,15238,17.0,10.0,2.0,1.0,96.3125,,,,58.82
3596,ID_3712,333519,250.0,300.0,13176,14.0,12.0,3.0,5.0,58.52941176470589,,,,85.71
3597,ID_3139,333519,250.0,300.0,4824,3.0,1.0,1.0,,57.333333333333336,,,,33.33
3598,ID_2028,333519,250.0,300.0,2802,2.0,1.0,1.0,3.0,35.5,,,,50.0
3599,ID_4335,333519,250.0,300.0,2378,3.0,2.0,0.0,3.0,76.33333333333333,,,,66.67
3600,ID_2330,333519,250.0,300.0,11860,9.0,7.0,3.0,,59.0,,,,77.78
3601,ID_1319,333346,,,3445,,,,2.0,,,,,
3602,ID_2721,333346,,,2635,,,,,,,,,
3603,ID_3572,333519,,,2003,,,,,,,,,
3604,ID_2009,333519,,,6081,,,,2.0,,,,,
3605,ID_4423,333519,,,3764,,,,,,,,,
3606,ID_2970,333519,,,2998,,,,,,,,,
3607,ID_587,333519,,,2527,,,,,,,,,
3608,ID_1373,333519,,,3219,,,,,,,,,
3609,ID_632,333519,,,2732,,,,,,,,,
3610,ID_2748,333346,,,2383,,,,,,,,,
3611,ID_2520,333346,250.0,300.0,3208,1.0,0.0,0.0,,56.0,,,,0.0
3612,ID_2673,333346,250.0,300.0,2051,6.0,6.0,1.0,,105.08333333333331,,,,100.0
3613,ID_1450,333346,250.0,300.0,2596,1.0,1.0,1.0,,5.0,,,,100.0
3614,ID_2727,333346,250.0,300.0,3848,12.0,12.0,1.0,1.0,60.0,,,,100.0
3615,ID_4439,333346,250.0,300.0,22232,48.0,37.0,16.0,2.0,78.9090909090909,,,,77.08
3616,ID_2452,333346,250.0,300.0,7407,22.0,15.0,7.0,2.0,78.8,,,,68.18
3617,ID_937,333346,250.0,300.0,3282,34.0,20.0,9.0,45.0,56.1025641025641,,,,58.82
3618,ID_4517,333346,250.0,300.0,3767,9.0,6.0,3.0,,59.36363636363637,,,,66.67
3619,ID_2386,333519,250.0,300.0,13538,8.0,8.0,1.0,,58.57692307692308,,,,100.0
3620,ID_1365,333519,250.0,300.0,6698,16.0,12.0,8.0,,59.85294117647059,,,,75.0
3621,ID_2590,333346,250.0,300.0,14571,11.0,10.0,5.0,3.0,84.18181818181819,,,,90.91
3622,ID_1927,333519,250.0,300.0,113468,286.0,233.0,100.0,33.0,70.33068783068784,,,,81.47
3623,ID_4577,333519,250.0,300.0,3045,7.0,5.0,1.0,,26.714285714285715,,,,71.43
3624,ID_970,333346,250.0,300.0,23227,12.0,4.0,1.0,,2.7777777777777777,,,,33.33
3625,ID_2461,333346,250.0,300.0,3250,1.0,1.0,0.0,,60.0,,,,100.0
3626,ID_2889,333346,250.0,300.0,36548,50.0,48.0,13.0,4.0,58.972972972972975,,,,96.0
3627,ID_2751,333346,250.0,300.0,5288,13.0,13.0,1.0,,107.48484848484848,,,,100.0
3628,ID_3307,333346,250.0,300.0,10694,7.0,7.0,5.0,6.0,62.142857142857146,,,,100.0
3629,ID_2897,333346,250.0,300.0,2143,1.0,1.0,0.0,2.0,1.0,,,,100.0
3630,ID_517,333519,250.0,300.0,2544,7.0,4.0,1.0,,68.0,,,,57.14
3631,ID_461,333519,250.0,300.0,26726,10.0,7.0,4.0,5.0,56.7,,,,70.0
3632,ID_3112,333346,250.0,300.0,8738,2.0,0.0,0.0,9.0,74.0,,,,0.0
3633,ID_2431,333346,250.0,300.0,3015,1.0,1.0,0.0,1.0,88.0,,,,100.0
3634,ID_2290,333346,250.0,300.0,7798,2.0,2.0,2.0,3.0,39.0,,,,100.0
3635,ID_642,333519,250.0,300.0,15607,3.0,3.0,1.0,2.0,67.0,,,,100.0
3636,ID_3473,333519,250.0,300.0,4153,8.0,6.0,3.0,1.0,65.16666666666667,,,,75.0
3637,ID_2152,333519,250.0,300.0,2513,8.0,8.0,2.0,,71.2,,,,100.0
3638,ID_136,333519,250.0,300.0,3919,5.0,5.0,3.0,,45.2,,,,100.0
3639,ID_3311,333519,250.0,300.0,2101,5.0,4.0,2.0,,60.09090909090909,,,,80.0
3640,ID_580,333519,250.0,300.0,65460,33.0,32.0,11.0,40.0,54.54285714285714,,,,96.97
3641,ID_1627,333519,250.0,300.0,7830,7.0,6.0,1.0,1.0,58.11111111111112,,,,85.71
3642,ID_2329,333519,250.0,300.0,39663,51.0,44.0,22.0,,55.16129032258065,,,,86.27
3643,ID_3120,333519,250.0,300.0,2062,2.0,2.0,1.0,,56.5,,,,100.0
3644,ID_4276,333519,250.0,300.0,3830,12.0,8.0,6.0,1.0,49.35714285714285,,,,66.67
3645,ID_3043,333346,250.0,300.0,13406,14.0,10.0,2.0,,63.11111111111112,,,,71.43
3646,ID_2450,333346,,,3033,,,,,,,,,
3647,ID_9,333519,250.0,300.0,3626,8.0,7.0,5.0,3.0,64.5,,,,87.5
3648,ID_3888,333519,250.0,300.0,9543,21.0,17.0,11.0,,61.888888888888886,,,,80.95
3649,ID_3986,333519,250.0,300.0,8791,7.0,7.0,3.0,,89.0,,,,100.0
3650,ID_1517,333346,,,4105,,,,,,,,,
3651,ID_1215,333519,250.0,300.0,13155,13.0,10.0,1.0,,17.575757575757574,,,,76.92
3652,ID_2376,333519,250.0,300.0,2409,4.0,1.0,0.0,2.0,61.25,,,,25.0
3653,ID_2372,333346,,,11175,,,,,,,,,
3654,ID_2412,333346,,,2001,,,,,,,,,
3655,ID_4568,333346,250.0,300.0,15479,7.0,5.0,4.0,,67.85714285714286,,,,71.43
3656,ID_2233,333346,250.0,300.0,5368,23.0,21.0,8.0,,62.51162790697674,,,,91.3
3657,ID_3940,333346,250.0,300.0,5317,26.0,20.0,8.0,,59.48571428571429,,,,76.92
3658,ID_2102,333346,250.0,300.0,4543,15.0,15.0,6.0,8.0,81.46428571428571,,,,100.0
3659,ID_4434,333346,250.0,300.0,45530,28.0,24.0,6.0,,61.125,,,,85.71
3660,ID_3990,333346,250.0,300.0,20730,20.0,3.0,1.0,9.0,51.85714285714285,,,,15.0
3661,ID_1241,333346,250.0,300.0,2288,8.0,7.0,4.0,,55.0,,,,87.5
3662,ID_4261,333346,250.0,300.0,7912,13.0,11.0,4.0,,52.53333333333333,,,,84.62
3663,ID_711,333519,250.0,300.0,7804,5.0,5.0,2.0,1.0,65.4,,,,100.0
3664,ID_1116,333519,250.0,300.0,2570,1.0,1.0,1.0,,59.0,,,,100.0
3665,ID_2187,333519,250.0,300.0,5856,10.0,8.0,8.0,,60.0,,,,80.0
3666,ID_4450,333519,250.0,300.0,7249,9.0,3.0,1.0,,50.285714285714285,,,,33.33
3667,ID_1895,333519,250.0,300.0,20016,11.0,8.0,2.0,3.0,35.18181818181818,,,,72.73
3668,ID_3791,333519,250.0,300.0,269983,220.0,165.0,75.0,20.0,66.61724137931034,,,,75.0
3669,ID_1605,333519,250.0,300.0,6941,3.0,3.0,1.0,,40.0,,,,100.0
3670,ID_640,333519,250.0,300.0,2686,15.0,6.0,3.0,9.0,54.64705882352941,,,,40.0
3671,ID_921,333519,250.0,300.0,4858,10.0,7.0,4.0,,82.625,,,,70.0
3672,ID_1391,333519,250.0,300.0,58979,44.0,40.0,11.0,2.0,60.2,,,,90.91
3673,ID_26,333519,250.0,300.0,1051429,2018.0,1756.0,446.0,213.0,59.518177290836654,,,,87.02
3674,ID_4248,333519,250.0,300.0,13483,9.0,7.0,1.0,,65.21428571428571,,,,77.78
3675,ID_21,333519,250.0,300.0,2054,6.0,6.0,3.0,,60.0,,,,100.0
3676,ID_2425,333519,250.0,300.0,2563,1.0,1.0,1.0,,60.0,,,,100.0
