,domain,grid_id,webview_height,webview_width,displays,clicks,landed_clicks,non_bounced_clicks,closing_events,avg_last_second_framerate,sov_short_ttc,sov_short_ttc_global,sov_short_ttc_score,landing_rate
1263,ID_1866,333346,,,2013,,,,,,,,,
1264,ID_160,333519,250.0,300.0,2062,3.0,2.0,0.0,,22.33333333333333,,,,66.67
1265,ID_944,333519,250.0,300.0,4337,18.0,14.0,7.0,,58.90909090909091,,,,77.78
1266,ID_90,333519,250.0,300.0,11631,1.0,1.0,1.0,1.0,65.0,,,,100.0
1267,ID_2323,333519,250.0,300.0,5194,4.0,4.0,2.0,,82.75,,,,100.0
1268,ID_1974,333519,250.0,300.0,4261,11.0,8.0,3.0,1.0,60.05882352941177,,,,72.73
1269,ID_2306,333519,250.0,300.0,22311,42.0,34.0,16.0,,53.76829268292683,,,,80.95
1270,ID_758,333519,250.0,300.0,8508,8.0,7.0,3.0,,56.0,,,,87.5
1271,ID_3314,333346,250.0,300.0,5297,3.0,2.0,1.0,,59.333333333333336,,,,66.67
1272,ID_2577,333519,250.0,300.0,7153,19.0,15.0,4.0,2.0,51.75757575757576,,,,78.95
1273,ID_803,333519,250.0,300.0,3796,3.0,2.0,1.0,,10.666666666666666,,,,66.67
1274,ID_2683,333519,250.0,300.0,6134,19.0,15.0,5.0,10.0,63.523809523809526,,,,78.95
1275,ID_198,333519,250.0,300.0,3119,7.0,6.0,3.0,1.0,46.85714285714285,,,,85.71
1276,ID_4578,333519,250.0,300.0,5946,17.0,3.0,1.0,,47.52941176470589,,,,17.65
1277,ID_1337,333346,250.0,300.0,66255,156.0,134.0,45.0,5.0,60.17299578059072,,,,85.9
1278,ID_2481,333346,250.0,300.0,11056,12.0,11.0,5.0,1.0,67.75,,,,91.67
1279,ID_1205,333519,250.0,300.0,341047,152.0,65.0,11.0,5.0,50.63713080168776,,,,42.76
1280,ID_1044,333519,250.0,300.0,49839,57.0,43.0,18.0,2.0,48.95384615384615,,,,75.44
1281,ID_2190,333519,250.0,300.0,5997,2.0,2.0,2.0,4.0,52.0,,,,100.0
1282,ID_1703,333519,250.0,300.0,6545,3.0,2.0,2.0,4.0,50.66666666666666,,,,66.67
1283,ID_3629,333519,250.0,300.0,10549,32.0,28.0,15.0,,58.27777777777778,,,,87.5
1284,ID_1569,333519,250.0,300.0,13415,4.0,1.0,1.0,,58.75,,,,25.0
1285,ID_893,333519,250.0,300.0,4263,1.0,0.0,0.0,1.0,31.0,,,,0.0
1286,ID_2059,333346,250.0,300.0,2209,10.0,9.0,4.0,,79.5,,,,90.0
1287,ID_1458,333346,250.0,300.0,7754,9.0,8.0,6.0,,50.47058823529412,,,,88.89
1288,ID_2829,333346,250.0,300.0,73171,72.0,52.0,30.0,3.0,64.96511627906976,,,,72.22
1289,ID_434,333346,250.0,300.0,3667,9.0,7.0,3.0,,57.84615384615385,,,,77.78
1290,ID_3519,333346,250.0,300.0,58487,72.0,61.0,22.0,23.0,17.291666666666668,,,,84.72
1291,ID_1111,333346,250.0,300.0,5587,8.0,7.0,2.0,1.0,83.4,,,,87.5
1292,ID_2918,333346,250.0,300.0,8719,6.0,2.0,2.0,,49.625,,,,33.33
1293,ID_915,333346,,,36815,,,,,,,,,
1294,ID_3716,333519,,,7170,,,,,,,,,
1295,ID_600,333346,250.0,300.0,2139,1.0,1.0,1.0,,57.0,,,,100.0
1296,ID_2976,333519,,,2226,,,,,,,,,
1297,ID_423,333519,250.0,300.0,2263,1.0,1.0,1.0,,60.0,,,,100.0
1298,ID_4132,333519,250.0,300.0,7744,2.0,2.0,0.0,,58.5,,,,100.0
1299,ID_3409,333519,250.0,300.0,25011,3.0,3.0,2.0,1.0,69.66666666666667,,,,100.0
1300,ID_1682,333519,250.0,300.0,3096,1.0,1.0,1.0,,57.0,,,,100.0
1301,ID_3664,333519,250.0,300.0,277093,447.0,366.0,137.0,24.0,64.79226361031519,,,,81.88
1302,ID_3174,333519,250.0,300.0,61108,11.0,9.0,5.0,,63.53333333333333,,,,81.82
1303,ID_2841,333519,250.0,300.0,4441,7.0,7.0,6.0,,57.22222222222222,,,,100.0
1304,ID_440,333346,250.0,300.0,22335,35.0,30.0,8.0,5.0,67.24561403508773,,,,85.71
1305,ID_2055,333519,,,2456,,,,,,,,,
1306,ID_2122,333519,,,2031,,,,,,,,,
1307,ID_3172,333346,250.0,300.0,2714,3.0,3.0,2.0,5.0,59.333333333333336,,,,100.0
1308,ID_3288,333346,250.0,300.0,132087,1020.0,40.0,21.0,72.0,57.5,,,,3.92
1309,ID_3772,333519,250.0,300.0,2257,1.0,1.0,0.0,,10.0,,,,100.0
1310,ID_4558,333346,,,2031,,,,,,,,,
1311,ID_3966,333346,,,2778,,,,,,,,,
1312,ID_4491,333346,,,6256,,,,1.0,,,,,
1313,ID_466,333346,,,2289,,,,,,,,,
1314,ID_1887,333519,,,3976,,,,,,,,,
1315,ID_1165,333519,,,2223,,,,,,,,,
1316,ID_3389,333519,250.0,300.0,162246,69.0,60.0,22.0,4.0,72.02247191011236,,,,86.96
1317,ID_4417,333346,250.0,300.0,4298,9.0,8.0,4.0,,63.27272727272727,,,,88.89
1318,ID_2765,333346,250.0,300.0,9592,3.0,2.0,2.0,2.0,90.33333333333331,,,,66.67
1319,ID_1482,333346,250.0,300.0,3966,12.0,10.0,5.0,,68.21428571428571,,,,83.33
1320,ID_3696,333519,250.0,300.0,37103,12.0,12.0,7.0,1.0,66.66666666666667,,,,100.0
1321,ID_1998,333519,250.0,300.0,2637,2.0,2.0,0.0,,59.0,,,,100.0
1322,ID_229,333519,250.0,300.0,10434,5.0,5.0,2.0,,67.0,,,,100.0
1323,ID_3825,333519,250.0,300.0,3629,3.0,2.0,1.0,,68.4,,,,66.67
1324,ID_1828,333519,250.0,300.0,24945,12.0,8.0,5.0,5.0,69.57142857142857,,,,66.67
1325,ID_736,333519,250.0,300.0,3375,4.0,4.0,0.0,1.0,59.0,,,,100.0
1326,ID_1075,333519,250.0,300.0,5103,13.0,12.0,5.0,,93.7741935483871,,,,92.31
1327,ID_1632,333519,250.0,300.0,3834,3.0,3.0,0.0,1.0,59.4,,,,100.0
1328,ID_2224,333519,250.0,300.0,52615,49.0,38.0,15.0,7.0,58.072463768115945,,,,77.55
1329,ID_2269,333519,250.0,300.0,2031,2.0,2.0,0.0,1.0,58.0,,,,100.0
1330,ID_3551,333519,,,4563,,,,,,,,,
1331,ID_3007,333519,250.0,300.0,4948,1.0,1.0,1.0,,117.0,,,,100.0
1332,ID_4486,333519,250.0,300.0,2873,1.0,1.0,0.0,,59.0,,,,100.0
1333,ID_4334,333519,250.0,300.0,86081,131.0,95.0,38.0,84.0,58.58959537572255,,,,72.52
1334,ID_1667,333346,250.0,300.0,6871,12.0,9.0,2.0,1.0,65.92857142857143,,,,75.0
1335,ID_1509,333346,250.0,300.0,3436,5.0,4.0,1.0,,67.42857142857143,,,,80.0
1336,ID_3813,333519,250.0,300.0,26112,82.0,73.0,33.0,3.0,61.46218487394958,,,,89.02
1337,ID_3499,333519,250.0,300.0,11137,15.0,11.0,2.0,2.0,70.8125,,,,73.33
1338,ID_1759,333519,250.0,300.0,28086,1.0,1.0,1.0,,24.0,,,,100.0
1339,ID_3866,333519,250.0,300.0,11320,3.0,2.0,1.0,,2.6666666666666665,,,,66.67
1340,ID_1867,333519,250.0,300.0,6233,7.0,5.0,3.0,,53.44444444444444,,,,71.43
1341,ID_2972,333519,250.0,300.0,3765,18.0,17.0,7.0,,62.17391304347826,,,,94.44
1342,ID_2823,333346,250.0,300.0,2653,3.0,2.0,1.0,,67.0,,,,66.67
1343,ID_2850,333346,250.0,300.0,11719,14.0,11.0,5.0,1.0,62.0,,,,78.57
1344,ID_2035,333519,250.0,300.0,3177,7.0,4.0,4.0,,59.07692307692308,,,,57.14
1345,ID_1413,333519,250.0,300.0,11271,7.0,6.0,5.0,1.0,64.57142857142857,,,,85.71
1346,ID_296,333519,250.0,300.0,2226,3.0,3.0,1.0,,58.66666666666666,,,,100.0
1347,ID_1403,333519,250.0,300.0,5963,5.0,4.0,0.0,,58.57142857142857,,,,80.0
1348,ID_277,333519,250.0,300.0,2243,1.0,1.0,0.0,,59.0,,,,100.0
1349,ID_303,333519,250.0,300.0,2586,7.0,6.0,3.0,,52.42857142857143,,,,85.71
1350,ID_3489,333519,250.0,300.0,3826,21.0,20.0,8.0,1.0,63.65,,,,95.24
1351,ID_3189,333346,250.0,300.0,2756,7.0,7.0,0.0,,58.55555555555556,,,,100.0
1352,ID_728,333346,250.0,300.0,3246,10.0,9.0,6.0,4.0,54.0,,,,90.0
1353,ID_3348,333346,250.0,300.0,26495,8.0,1.0,0.0,2.0,24.9,,,,12.5
1354,ID_2735,333346,250.0,300.0,2645,13.0,9.0,3.0,,38.294117647058826,,,,69.23
1355,ID_336,333346,,,6128,,,,2.0,,,,,
1356,ID_4180,333519,,,5517,,,,,,,,,
1357,ID_524,333346,,,2761,,,,,,,,,
1358,ID_1137,333519,,,2198,,,,,,,,,
1359,ID_412,333519,250.0,300.0,2444,2.0,2.0,0.0,,60.0,,,,100.0
1360,ID_1106,333519,250.0,300.0,4911,1.0,1.0,1.0,,37.0,,,,100.0
1361,ID_2066,333346,250.0,300.0,2021,1.0,1.0,1.0,,59.0,,,,100.0
1362,ID_2606,333346,250.0,300.0,24976,55.0,39.0,15.0,3.0,71.54320987654322,,,,70.91
1363,ID_1601,333346,250.0,300.0,3820,2.0,1.0,0.0,,103.5,,,,50.0
1364,ID_52,333346,250.0,300.0,2205,6.0,5.0,0.0,,62.333333333333336,,,,83.33
1365,ID_1550,333346,250.0,300.0,6419,7.0,6.0,2.0,2.0,71.14285714285714,,,,85.71
1366,ID_3592,333346,250.0,300.0,13983,15.0,12.0,4.0,,66.78260869565217,,,,80.0
1367,ID_698,333346,250.0,300.0,2445,1.0,1.0,1.0,,19.0,,,,100.0
1368,ID_3599,333346,250.0,300.0,6482,9.0,8.0,5.0,,59.888888888888886,,,,88.89
1369,ID_2234,333346,250.0,300.0,182435,218.0,191.0,79.0,22.0,63.76489028213166,,,,87.61
1370,ID_1763,333346,250.0,300.0,2827,11.0,11.0,6.0,,55.23529411764706,,,,100.0
1371,ID_3774,333519,,,2488,,,,,,,,,
1372,ID_4283,333519,250.0,300.0,89114,62.0,55.0,27.0,1.0,68.1891891891892,,,,88.71
1373,ID_3221,333519,250.0,300.0,6019,16.0,8.0,4.0,7.0,55.94444444444444,,,,50.0
1374,ID_3117,333519,250.0,300.0,17800,31.0,26.0,7.0,7.0,58.719298245614034,,,,83.87
1375,ID_2902,333519,250.0,300.0,4580,2.0,2.0,1.0,1.0,82.5,,,,100.0
1376,ID_3684,333519,250.0,300.0,13322,19.0,16.0,5.0,4.0,62.52,,,,84.21
1377,ID_2883,333346,,,2074,,,,,,,,,
1378,ID_1396,333519,,,3385,,,,1.0,,,,,
1379,ID_918,333519,,,2937,,,,,,,,,
1380,ID_1488,333519,,,2226,,,,,,,,,
